0;1.590527;0.842898;0.640484;6.962959
1;1.230983;0.665970;0.466018;4.562331
2;1.086635;0.575509;0.466018;3.985232
3;1.064157;0.617044;0.466018;5.078043
4;1.015125;0.618219;0.401480;6.692214
5;0.926385;0.470300;0.401480;5.060186
6;0.890465;0.450560;0.369122;5.518924
7;0.831779;0.305880;0.369122;2.703333
8;0.869416;0.432127;0.325677;5.978346
9;0.896964;0.503362;0.325677;5.688928
10;0.886025;0.696802;0.325677;10.974686
11;0.906536;0.557369;0.325677;6.995017
12;0.881595;0.467949;0.325677;5.403881
13;0.838138;0.361719;0.325677;4.172729
14;0.845184;0.364724;0.325677;4.044230
15;0.903890;0.607677;0.325677;6.555216
16;0.847084;0.475440;0.325677;6.165798
17;0.847309;0.361648;0.325677;3.510517
18;0.823633;0.315591;0.321739;2.703525
19;0.851865;0.417696;0.321739;3.605131
20;0.842103;0.358601;0.321739;3.068751
21;0.835982;0.465996;0.321739;5.023965
22;0.907189;0.594760;0.321739;6.988381
23;0.839836;0.421521;0.321739;3.701101
24;0.877936;0.463960;0.321739;4.384572
25;0.878554;0.837098;0.321739;10.328946
26;0.825991;0.384309;0.321739;4.182953
27;0.829598;0.346130;0.321739;2.657032
28;0.867721;0.840972;0.321739;13.209893
29;0.848590;0.447482;0.321723;4.056736
30;0.816196;0.451659;0.321059;4.976432
31;0.848206;0.414117;0.321059;3.243385
32;0.829376;0.424823;0.320839;3.133451
33;0.832473;0.628512;0.320839;7.998020
34;0.833965;0.664913;0.320839;7.194740
35;0.805936;0.429961;0.320839;3.459869
36;0.816136;0.483326;0.320836;5.773013
37;0.850797;0.604994;0.320836;5.316542
38;0.830821;0.641472;0.320836;7.771862
39;0.849599;0.603776;0.320836;6.291409
40;0.816486;0.408163;0.320836;2.818806
41;0.848143;0.953401;0.316042;16.198569
42;0.814786;0.546977;0.316042;7.075301
43;0.845478;0.462312;0.316042;4.701799
44;0.891966;0.790001;0.316042;9.260922
45;0.794797;0.401425;0.316042;3.210530
46;0.833976;0.818483;0.316042;13.249025
47;0.824743;0.520809;0.316042;5.986791
48;0.947069;2.601218;0.316042;45.612089
49;0.766567;0.340287;0.316042;2.842845
50;0.761018;0.399051;0.316042;4.583941
51;0.792042;0.402394;0.316042;3.345956
52;0.874569;0.790210;0.316042;9.071731
53;0.773903;0.379148;0.316042;2.966482
54;0.781900;0.453912;0.316042;3.976219
55;0.759161;0.363914;0.316042;3.279571
56;0.786099;0.429212;0.316042;3.023945
57;0.852129;0.543092;0.316042;4.453415
58;0.716829;0.392825;0.316042;2.717288
59;0.763268;0.556489;0.316042;5.870868
60;0.771584;0.505689;0.311222;3.892147
61;0.768222;0.518346;0.295122;6.958618
62;0.758829;0.388609;0.295122;2.712788
63;0.766203;0.490720;0.295122;4.548124
64;0.771433;0.483973;0.295122;4.014775
65;0.780925;0.507691;0.295122;5.429184
66;0.798170;0.457558;0.233229;2.644384
67;0.747311;0.424307;0.233229;3.219499
68;0.780377;0.497191;0.233229;4.916205
69;0.769521;0.469637;0.233229;4.448926
70;0.784065;0.456093;0.233229;3.507111
71;0.792579;0.536985;0.233229;5.051247
72;0.810984;0.599237;0.233229;5.906113
73;0.799420;0.540723;0.233229;4.823210
74;0.795277;0.607710;0.233229;5.393215
75;0.744299;0.424828;0.233229;3.490323
76;0.730976;0.443728;0.233229;3.442739
77;0.697620;0.369616;0.233229;2.679083
78;0.673820;0.320973;0.233229;2.802748
79;0.702057;0.372463;0.233229;2.969393
80;0.712974;0.460316;0.233229;3.667329
81;0.701828;0.412099;0.233229;3.351493
82;0.682404;0.432783;0.233229;4.149441
83;0.637085;0.391438;0.233229;3.774201
84;0.664807;0.405459;0.233229;4.103070
85;0.641857;0.384772;0.233229;2.659585
86;0.651187;0.363236;0.233229;3.365219
87;0.637918;0.370437;0.233229;2.487905
88;0.637238;0.396101;0.233229;3.112918
89;0.637584;0.441474;0.233229;3.906977
90;0.644278;0.516395;0.233229;6.937665
91;0.669961;0.421319;0.233229;3.576760
92;0.632019;0.411782;0.233229;3.414520
93;0.627478;0.400792;0.233229;4.010721
94;0.668631;0.435096;0.233229;3.875148
95;0.635764;0.387812;0.233229;2.733667
96;0.631818;0.406515;0.233229;3.817571
97;0.603872;0.397005;0.136176;2.992836
98;0.621376;0.364536;0.136176;2.213422
99;0.628622;0.367945;0.136176;2.352604
